budget,genres,movie_id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title_x,vote_average,vote_count,title_y,cast
12600000,"['Horror', 'Thriller']",9902,en,Wrong Turn,33.555764,2003-05-30,28650575,84.0,Released,It's the last one you'll ever take.,Wrong Turn,6.0,635,Wrong Turn,"['Desmond Harrington', 'Eliza Dushku', 'Emmanuelle Chriqui', 'Jeremy Sisto', 'Kevin Zegers', 'Lindy Booth', 'Julian Richings', 'Garry Robbins', 'Ted Clark', 'Yvonne Gaudry']"
10000000,"['Western', 'History']",14729,en,The Long Riders,2.959547,1980-05-12,15795189,99.0,Released,"""All the world likes an outlaw. For some damn reason they remember 'em."" - Jesse James",The Long Riders,6.6,50,The Long Riders,"['David Carradine', 'Keith Carradine', 'Robert Carradine', 'James Keach', 'Stacy Keach', 'Dennis Quaid', 'Randy Quaid', 'Kevin Brophy', 'Harry Carey, Jr.', 'Christopher Guest', 'Nicholas Guest', 'Shelby Leverington', 'Felice Orlandi', 'Pamela Reed', 'James Remar']"
25000000,"['Action', 'Crime', 'Mystery', 'Thriller']",9455,en,The Corruptor,4.068107,1999-03-12,15156200,110.0,Released,You can't play by the rules if there aren't any.,The Corruptor,6.0,57,The Corruptor,"['Mark Wahlberg', 'Chow Yun-fat', 'Byron Mann', 'Kim Chan', 'Ric Young', 'Paul Ben-Victor', 'Jon Kit Lee', 'Andrew Pang', 'Elizabeth Lindsey', 'Brian Cox', 'Bill MacDonald', 'Tovah Feldshuh']"
10000000,['Drama'],103731,en,Mud,17.663353,2013-05-01,21587700,130.0,Released,,Mud,7.0,1068,Mud,"['Matthew McConaughey', 'Tye Sheridan', 'Jacob Lofland', 'Sam Shepard', 'Reese Witherspoon', 'Sarah Paulson', 'Michael Shannon', 'Ray McKinnon', 'Joe Don Baker', 'Paul Sparks', 'Stuart Greer', 'Michael Abbott Jr.', 'Bonnie Sturdivant']"
10000000,"['Action', 'Adventure', 'Comedy', 'Crime']",10090,en,Reno 911!: Miami,4.207456,2007-02-23,20342161,84.0,Released,"In a time of crisis, America will call Reno 911!",Reno 911!: Miami,5.6,72,Reno 911!: Miami,"['Lennie Loftin', 'Danny DeVito', 'Ben Garant', 'Carlos Alazraqui', 'Mary Birdsong', 'Niecy Nash', 'Wendi McLendon-Covey', 'Cedric Yarbrough', 'David Koechner', 'Brandon Molale', 'Alejandra Gutierrez', 'Patton Oswalt', 'Toby Huss', 'Ian Roberts', 'Dave Holmes', 'Kerri Kenney-Silver', 'Thomas Lennon', 'Joe Lo Truglio', 'Irina Voronina', 'Kyle Dunnigan', 'Paul Reubens', 'Paul Rudd', 'Ken Marino', 'Michael Ian Black', 'Michael Showalter', 'Mindy Sterling', 'Dwayne Johnson', 'J.P. Manoux']"
10000000,"['Documentary', 'Music']",164558,en,One Direction: This Is Us,7.944457,2013-08-28,0,92.0,Released,A motion picture event.,One Direction: This Is Us,8.0,201,One Direction: This Is Us,"['Harry Styles', 'Niall Horan', 'Zayn Malik', 'Louis Tomlinson', 'Liam Payne', 'Jon Shone', 'Dan Richards']"
10000000,['Comedy'],19905,en,"The Goods: Live Hard, Sell Hard",3.352702,2009-08-14,0,90.0,Released,,"The Goods: Live Hard, Sell Hard",5.4,58,"The Goods: Live Hard, Sell Hard","['Jeremy Piven', 'Ving Rhames', 'James Brolin', 'David Koechner', 'Kathryn Hahn', 'Ed Helms', 'Jordana Spiro', 'Tony Hale', 'Craig Robinson', 'Ken Jeong', 'Rob Riggle', 'Alan Thicke', 'Charles Napier', 'Jonathan Sadowski', 'Noureen DeWulf', 'Wendie Malick', 'Will Ferrell', 'Nancy Young']"
0,"['Animation', 'Family']",17710,en,Hey Arnold! The Movie,5.856363,2002-06-28,0,76.0,Released,A Big Problem Calls For a Big Head,Hey Arnold! The Movie,5.6,62,Hey Arnold! The Movie,"['Spencer Klein', 'Francesca Smith', 'Jamil Walker Smith', 'Dan Castellaneta', 'Tress MacNeille', 'Paul Sorvino', 'Jennifer Jason Leigh', 'Christopher Lloyd']"
6400000,['Drama'],75900,en,My Week with Marilyn,21.006078,2011-10-17,35057696,99.0,Released,,My Week with Marilyn,6.6,406,My Week with Marilyn,"['Michelle Williams', 'Eddie Redmayne', 'Kenneth Branagh', 'Julia Ormond', 'Judi Dench', 'Emma Watson', 'Pip Torrens', 'Dominic Cooper', 'Geraldine Somerville', 'Michael Kitchen', 'Miranda Raison', 'Simon Russell Beale', 'Toby Jones', 'Robert Portal', 'Jim Carter', 'Philip Jackson']"
10000000,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",9515,en,The Matador,5.647538,2005-05-12,17297244,96.0,Released,A hitman and a salesman walk into a bar...,The Matador,6.2,136,The Matador,"['Pierce Brosnan', 'Greg Kinnear', 'Hope Davis', 'Portia Dawson', 'Adam Scott', 'Israel Tellez', 'Arlin Miller', 'Azucena Medina', 'Jonah Meyerson', 'Wiveca Bonerais', 'Roberto Sosa', 'Antonio Zavala', 'Ramon Alvarez', 'Luz Maria Molina', 'Philip Baker Hall', 'Trio Los Rivera', 'Rachel Schwartz', 'Carolyn Horwitz', 'Jorge Robles', 'Guillermo Ruiz']"
10000000,"['Comedy', 'Drama', 'Romance']",27322,en,Love Jones,1.000178,1997-03-14,0,104.0,Released,Get Together. Fall Apart. Start Over.,Love Jones,8.1,12,Love Jones,"['Larenz Tate', 'Nia Long', 'Isaiah Washington', 'Bill Bellamy', 'Lisa Nicole Carson', 'Marie-Françoise Theodore']"
5000000,"['Thriller', 'Mystery']",328425,en,The Gift,27.247013,2015-07-30,58978653,108.0,Released,Not every gift is welcome.,The Gift,6.7,1049,The Gift,"['Jason Bateman', 'Rebecca Hall', 'Joel Edgerton', 'Allison Tolman', 'Tim Griffin', 'Busy Philipps', 'Adam Lazarre-White', 'Beau Knapp', 'Wendell Pierce', 'Mirrah Foulkes', 'Nash Edgerton', 'David Denman', 'Katie Aselton', 'David Joseph Craig', 'Susan May Pratt', 'P. J. Byrne', 'Felicity Price', 'Melinda Allen', 'Beth Crudele']"
0,"['Adventure', 'Drama']",14120,en,End of the Spear,1.83428,2005-12-02,0,108.0,Released,,End of the Spear,6.1,15,End of the Spear,"['Louie Leonardo', 'Chad Allen', 'Jack Guzman', 'Chase Ellison', 'Sylvia Jefferies']"
10000000,"['Comedy', 'Romance']",10050,en,Get Over It,11.592129,2001-03-08,0,87.0,Released,"Young, Free And Single. Again.",Get Over It,5.5,75,Get Over It,"['Kirsten Dunst', 'Ben Foster', 'Melissa Sagemiller', 'Colin Hanks', 'Zoe Saldana', 'Swoosie Kurtz', 'Mila Kunis', 'Ed Begley Jr.', 'Shane West', 'Sisqó', 'Martin Short', 'Carmen Electra', 'Coolio', 'Christopher Jacot', 'Vitamin C', 'Kylie Bax', 'Jeanie Calleja', 'Park Bench', 'Daniel Enright', 'Dov Tiefenbach']"
10000000,"['Comedy', 'Crime']",1542,en,Office Space,18.366362,1999-02-19,12827813,89.0,Released,Work sucks.,Office Space,7.4,1050,Office Space,"['Ron Livingston', 'Jennifer Aniston', 'David Herman', 'Ajay Naidu', 'Diedrich Bader', 'Stephen Root', 'Gary Cole', 'Richard Riehle', 'Alexandra Wentworth', 'Joe Bays', 'John C. McGinley', 'Paul Willson', 'Kinna McInroe', 'Todd Duffey', 'Greg Pitts', 'Michael McShane', 'Linda Wakeman', 'Jennifer Jane Emerson', 'Kyle Scott Jackson', 'Orlando Jones', 'Barbara George-Reiss', 'Tom Schuster', 'Rupert Reyes', 'Jackie Belvin', 'Gabriel Folse', 'Jesse De Luna', 'Mike Judge', 'Justin Possenti', 'Jack Betts', 'Charissa Allen', 'Josh Bond']"
10000000,['Comedy'],10490,en,Drop Dead Gorgeous,6.736274,1999-07-23,10571408,98.0,Released,The battle between the good and the bad is bound to get ugly.,Drop Dead Gorgeous,6.4,86,Drop Dead Gorgeous,"['Kirsten Dunst', 'Ellen Barkin', 'Denise Richards', 'Amy Adams', 'Kirstie Alley', 'Allison Janney', 'Brittany Murphy', 'Sam McMurray', 'Mindy Sterling', 'Alexandra Holden', 'Matt Malloy', 'Will Sasso', 'Nora Dunn', 'Adam West', 'Seiko Matsuda', 'Thomas Lennon', 'Richard Narita', 'Patti Yasutake', 'Richard Ooms']"
10000000,['Drama'],87093,en,Big Eyes,28.570174,2014-12-24,28883511,105.0,Released,She created it. He sold it. And they bought it.,Big Eyes,6.8,1196,Big Eyes,"['Amy Adams', 'Christoph Waltz', 'Krysten Ritter', 'Danny Huston', 'Jason Schwartzman', 'Terence Stamp', 'Jon Polito', 'Farryn VanHumbeck', 'Emily Fonda', 'Delaney Raye', 'Madeleine Arthur', 'James Saito', 'Guido Furlani', 'Elisabetta Fantone', 'Darren Dolynski', 'David Milchard', 'Emily Maddison', 'Brent Chapman', 'Jill Morrison', 'Leela Savasta', 'Stephanie Bennett', 'Andrea Bucko', 'Aaron Craven', 'Michael Kopsa', 'Brittney Irvin', 'Matthew Kevin Anderson', ""Pomaika'i Brown"", 'Julie Johnson', 'Kari-Ann Wood', 'Deni DeLory', 'Heather Doerksen', 'Eliza Norbury', 'Patricia Mayen-Salazar', 'Tony Alcantar', 'Dale Wolfe', 'Ryan Beil', 'Sean Campbell', 'Fiona Vroom']"
30000000,"['Comedy', 'Crime', 'Thriller']",10029,en,Very Bad Things,5.671691,1998-09-11,9898412,100.0,Released,They've been bad. Very bad.,Very Bad Things,6.2,179,Very Bad Things,"['Jon Favreau', 'Leland Orser', 'Cameron Diaz', 'Christian Slater', 'Jeremy Piven', 'Daniel Stern', 'Jeanne Tripplehorn', 'Rob Brownstein', 'Blake Gibbons', 'Tyler Cole Malinger', 'Joey Zimmerman', 'Russell B. McKenzie', 'Kobe Tai', 'Pancho Demmings', 'Lawrence Pressman', 'Brian Grandison', 'John Cappon', 'Steve Fitchpatrick', 'Angelo Di Mascio Jr.', 'Linda Klein']"
0,"['Comedy', 'Family']",9893,en,Sleepover,5.842299,2004-07-09,0,89.0,Released,The rules are set. The game is on.,Sleepover,5.3,101,Sleepover,"['Alexa PenaVega', 'Mika Boorem', 'Jane Lynch', 'Sara Paxton', 'Brie Larson', 'Steve Carell', 'Jeff Garlin', 'Sam Huntington', 'Scout Taylor-Compton', 'Sean Faris', 'Kallie Flynn Childress', 'Evan Peters', 'Hunter Parrish', 'Shane Hunter', 'Douglas Smith', 'Katija Pevec', 'Thad Luckinbill', 'Eileen April Boylan', 'Brett Wagner', 'Ryan Slattery', 'Summer Glau']"
10000000,"['Crime', 'Mystery', 'Horror', 'Thriller']",11507,en,Body Double,9.525626,1984-10-25,8801940,114.0,Released,You can't believe everything you see.,Body Double,6.4,137,Body Double,"['Craig Wasson', 'Melanie Griffith', 'Gregg Henry', 'Deborah Shelton', 'Guy Boyd', 'Dennis Franz', 'David Haskell', 'Rebecca Stanley', 'Barbara Crampton', 'Monte Landis', 'Linda Shaw', 'Ty Randolph', 'Rod Loomis', 'Alexandra Day', 'Cara Lott', 'Brinke Stevens', 'Barbara Peckinpaugh']"
10000000,"['Action', 'Adventure', 'Comedy']",37931,en,MacGruber,14.038512,2010-05-21,6110000,90.0,Released,He's the ultimate tool.,MacGruber,5.1,179,MacGruber,"['Will Forte', 'Kristen Wiig', 'Val Kilmer', 'Ryan Phillippe', 'Maya Rudolph', 'Powers Boothe', 'Dalip Singh Rana', 'Rhys Coiro', 'Brian Petsos', 'Andy Mackenzie', 'Jasper Cole', 'Timothy V. Murphy', 'Chris Jericho', 'Mark Henry', 'Paul Wight', 'Brandon Trost', 'Glenn Thomas Jacobs', 'Dalip Singh Rana', 'Hassan Hamin Assad', ""Amar'e Stoudemire"", 'Marielle Heller', 'Gregory Alan Williams', 'Kevin Skousen']"
0,"['Crime', 'Drama', 'Thriller']",3472,en,Dirty Pretty Things,9.177896,2002-09-05,0,97.0,Released,Every dream has its price.,Dirty Pretty Things,6.8,131,Dirty Pretty Things,"['Chiwetel Ejiofor', 'Audrey Tautou', 'Sergi López', 'Benedict Wong', 'Sophie Okonedo', 'Zlatko Burić', 'Damon Younger', 'Kenan Hudaverdi', 'Paul Bhattacharjee', ""Darrell D'Silva"", 'Sotigui Kouyaté', 'Abi Gouhad', 'Adrian Scarborough']"
6000000,['Comedy'],87818,en,Movie 43,35.350303,2013-01-01,32438988,90.0,Released,The biggest cast ever assembled for the most outrageous comedy ever made.,Movie 43,4.4,797,Movie 43,"['Anna Faris', 'Emma Stone', 'Halle Berry', 'Kate Winslet', 'Hugh Jackman', 'Richard Gere', 'Chris Pratt', 'Uma Thurman', 'Gerard Butler', 'Elizabeth Banks', 'Naomi Watts', 'Kristen Bell', 'Seth MacFarlane', 'Dennis Quaid', 'Greg Kinnear', 'Common', 'Charlie Saxton', 'Will Sasso', 'Odessa Rae', 'Mike Meldman', 'Julie Claire', 'Katie Finneran', 'Roy Jenkins', 'Rocky Madigan', 'Anna Madigan', 'Jeremy Allen White', 'Liev Schreiber', 'Alex Cranmer', 'Austin Cope', 'Julie Ann Emery', 'J.B. Smoove', 'Jarrad Paul', 'Maria Arcé', 'Aaron LaPlante', 'Kieran Culkin', 'Arthur French', 'Brooke Davis', 'John Shuman', 'Cathy Cliften', 'Cherina Monteniques Scott', 'Kate Bosworth', 'Jack McBrayer', 'Aasif Mandvi', 'Zach Lasry', 'Darby Lynn Totten', 'Marc Ambrose', 'Justin Long', 'Jason Sudeikis', 'Bobby Cannavale', 'John Hodgman', 'Leslie Bibb', 'Will Carlough', 'Katrina Bowden', 'Phil Crowley', 'Ed Blythe', 'Olivia Roberts Payne', 'Monique Delee', 'Jaron Henrie-McCrea', 'Sebastian Brodziak', 'Severyn K. Brodziak', 'Rightor Doyle', 'Raven Burnett', 'Montana Byrne', 'Jarrett Carter', 'Phillip Michaels', 'Christopher Mintz-Plasse', 'Chloë Grace Moretz', 'Patrick Warburton', 'Jimmy Bennett', 'Matt Walsh', 'Coleen Hoffman', 'Elbe Van Der Merwe', 'Seann William Scott', 'Johnny Knoxville', 'Esti Ginzburg', 'Stephen Merchant', 'Sayed Badreya', ""Nicole 'Snooki' Polizzi"", 'Caryl Lippman West', 'Ricki Lander', 'Paloma Felisberto', 'Jasper Grey', 'Ben Harris', 'Zen Gesner', 'Terrence Howard', 'Aaron Jennings', 'Jared Dudley', 'Corey Wayne Brewer', 'Larry Eugene Sanders II', 'Jay Ellis', 'Brian Flaccus', 'Brett Davern', 'Evan Dumouchel', 'Sean Rosales', 'Logan Holladay', 'Mandy Kowalski', 'Eric Stuart', 'Josh Duhamel', 'Emily Alyn Lind', 'Michelle Gunn', 'Christina Linhardt', 'Devin Eash', 'Mark L. Young', 'Julie McNiven', 'Liz Carey']"
10000000,['Comedy'],13160,en,Over Her Dead Body,12.067921,2008-02-01,0,95.0,Released,She's passed on... But she's not moving on.,Over Her Dead Body,5.3,145,Over Her Dead Body,"['Eva Longoria', 'Jason Biggs', 'Lake Bell', 'Paul Rudd', 'Lindsay Sloane', 'Stephen Root', 'William Morgan Sheppard', 'Wendi McLendon-Covey', 'Ali Hillis', 'Deborah Theaker', 'Natalia Safran', 'Andy Kreiss', 'Ben Livingston', 'Jack Conley', 'Kali Rocha', 'Colin Fickes', 'Armen Weitzman', 'Bru Muller', 'Richard Tillman', 'Freddy Andreiuci', 'Brooke Bloom', 'Edith Fields', 'Heather Mazur', 'Misha Collins', 'Patricia Belcher', 'Sam Pancake', 'Antonio D. Charity', 'Jeff Lowell']"
10000000,"['Comedy', 'Drama', 'Romance', 'Science Fiction']",88005,en,Seeking a Friend for the End of the World,30.863082,2012-06-22,9636289,101.0,Released,Nice knowing you.,Seeking a Friend for the End of the World,6.3,700,Seeking a Friend for the End of the World,"['Steve Carell', 'Keira Knightley', 'Connie Britton', 'Adam Brody', 'Rob Corddry', 'Derek Luke', 'Melanie Lynskey', 'William Petersen', 'Gillian Jacobs', 'T.J. Miller', 'Patton Oswalt', 'Bob Stephenson', 'Brad Morris', 'Nancy Carell', 'Mark Moses', 'Roger Aaron Brown', 'Rob Huebel', 'Trisha Gorman', 'Tonita Castro', 'Leslie Murphy', 'Kasey Campbell', 'Vince Grant', 'Amy Schumer', 'Marshall Manesh', 'Aleister', 'Rene Gube', ""Jim O'Heir"", 'Daniel Maurio', 'Martin Sheen', 'Matthew Alan Brady', 'Tony Brown', 'Lauren Crawford', 'Laura Mann', 'Prestin Persson', 'Lauren K. Solomon', 'Chris Spinelli', 'Hannah Victoria Stock']"
0,['Comedy'],52067,en,Cedar Rapids,10.254807,2011-02-11,6861102,87.0,Released,Today is the first day... of the rest of his weekend.,Cedar Rapids,5.9,135,Cedar Rapids,"['Anne Heche', 'Ed Helms', 'Sigourney Weaver', 'John C. Reilly', 'Rob Corddry', 'Alia Shawkat', 'Isiah Whitlock Jr.', 'Stephen Root', 'Kurtwood Smith', 'Thomas Lennon', ""Mike O'Malley"", 'Inga R. Wilson', 'Mike Birbiglia', 'Seth Morris']"
20000000,['Drama'],73,en,American History X,73.567232,1998-10-30,23875127,119.0,Released,Some Legacies Must End.,American History X,8.2,3016,American History X,"['Edward Norton', 'Edward Furlong', ""Beverly D'Angelo"", 'Avery Brooks', 'Jennifer Lien', 'Ethan Suplee', 'Stacy Keach', 'Fairuza Balk', 'Elliott Gould', 'Guy Torry', 'William Russ', 'Joe Cortese', 'Jason Bose Smith', 'Antonio David Lyons', 'Alex Sol', 'Giuseppe Andrews', 'Keram Malicki-Sánchez', 'Michelle Christine White', 'Jonathan Fowler Jr.', 'Christopher Masterson', 'Jordan Marder', 'Nicholas R. Oleson', 'Paul Le Mat', 'Thomas L. Bellissimo', 'Cherish Lee', 'Sam Vlahos', 'Tara Blanchard', 'Anne Lambton', 'Steve Wolford', 'Richard Noyce', 'Danso Gordon', 'David Basulto', 'Alexis Rose Coen', 'Kiante Elam', 'Paul Hopkins', 'Keith Odett', 'Jim Norton', 'Paul E. Short', 'Nigel Miguel', 'Darrell Britt', ""Robert 'Duckie' Carpenter"", ""Sydney 'Big Dawg' Colston"", 'Hans Cozzens', 'John Embry', 'Maximillian Kesmodel', 'Barbie Marie', 'Allie Moss', 'Louis E. Rosas', 'Sam Sarpong', 'Jeremy Sweet', 'Selwyn Ward', 'Denney Pierce', 'Glendon Rich']"
0,"['Horror', 'Thriller']",134597,en,The Collection,16.361743,2012-09-21,6842058,94.0,Released,Every great collector has a vision.,The Collection,5.9,289,The Collection,"['Josh Stewart', 'Christopher McDonald', 'Emma Fitzpatrick', 'Lee Tergesen', 'Erin Way', 'Navi Rawat', 'Johanna Braddy', 'Daniel Sharman', 'Andre Royo', 'Brandon Molale', 'Justin Mortelliti', 'Randall Archer', 'Shannon Kane', 'Eaddy Mays', 'William Peltz', 'Tim Griffin', 'John Gulager']"
10000000,"['Animation', 'Drama', 'Family', 'Music']",24034,en,Teacher's Pet,1.374409,2004-01-16,0,74.0,Released,A musical tail about one dog's dream of becoming a boy,Teacher's Pet,5.5,2,Teacher's Pet,"['Nathan Lane', 'Kelsey Grammer', 'Shaun Fleming', 'Debra Jo Rupp', 'David Ogden Stiers', 'Jerry Stiller', 'Paul Reubens', 'Megan Mullally', 'Wallace Shawn', 'Jay Thomas', 'Estelle Harris']"
18000000,"['Drama', 'Thriller', 'Mystery', 'Music', 'Romance']",14283,en,The Red Violin,6.18869,1998-09-10,9495408,131.0,Released,,The Red Violin,7.3,99,The Red Violin,"['Carlo Cecchi', 'Irene Grazioli', 'Anita Laurenzi', 'Tommaso Puntelli', 'Samuele Amighetti', 'Jean-Luc Bideau', 'Aldo Brugnini', 'Christoph Koncz', 'Clotilde Mollet', 'Florentín Groll', 'Johannes Silberschneider', 'Rainer Egger', 'Paul Koeker', 'Wolfgang Böck', 'Josef Mairginter', 'Johan Gotsch', 'Geza Hosszu-Legocky', 'David Alberman', 'Arthur Denberg', 'Andrzej Matuszewiski', 'Jason Flemyng', 'Greta Scacchi', 'Eva Marie Bryer', 'Dimitri Andreas', 'David Gant', 'Sai-Kit Yung', 'Sylvia Chang', 'Zifeng Liu', 'Tao Hong', 'Xio Fei Han', 'Zheng Wei Tan', 'Zhi Qing Zhou', 'Zhi Qiao', 'Kun Qi Cao', 'Rei Yang', 'Lidou', 'Samuel L. Jackson', 'Colm Feore', 'Monique Mercure', 'Don McKellar', 'Ireneusz Bogajewicz', 'Julian Richings', 'Russell Yuen', 'Sandra Oh', 'Paula de Vasconcelos', 'Rémy Girard', 'Marie-Josée Gauthier', 'Dany Laferrière', 'Dorothée Berryman', 'David La Haye', 'Gregory Hlady', 'Herman Meckler', 'Sheena Macdonald', 'Jody Shapiro', 'James Bradford', 'Joshua Bell', 'Sylvia Stewart', 'Wang Xiaoshuai']"
10000000,['Drama'],404,en,The Straight Story,15.280261,1999-10-15,0,112.0,Released,,The Straight Story,7.7,306,The Straight Story,"['Richard Farnsworth', 'Sissy Spacek', 'Jane Galloway Heitz', 'Joseph A. Carpenter', 'Donald Wiegert', 'Tracey Maloney', 'Dan Flannery', 'Ed Grennan', 'Jack Walsh', 'Gil Pearson', 'Barbara June Patterson', 'Everett McGill', 'James Cada', 'Sally Wingert', 'Barbara Kingsley', 'Jim Haun', 'Kevin Farley', 'John Farley', 'Leroy Swadley', 'Ralph Feldhacker', 'Harry Dean Stanton', 'Anastasia Webb', 'John Lordan', 'Matt Guidry']"
0,"['Action', 'Crime', 'Drama', 'Romance']",13201,en,Deuces Wild,0.753481,2002-05-03,0,96.0,Released,Some lines should never be crossed.,Deuces Wild,5.5,34,Deuces Wild,"['Stephen Dorff', 'Fairuza Balk', 'Brad Renfro', 'Norman Reedus', 'Max Perlich', 'Drea de Matteo', 'Vincent Pastore', 'Frankie Muniz', 'Balthazar Getty', 'Nancy Cassaro', 'Matt Dillon', 'Deborah Harry', 'James Franco', 'Joshua Leonard', 'Johnny Knoxville', 'Mel Rodriguez']"
9500000,['Comedy'],209403,en,Bad Words,14.105392,2013-09-06,7800000,88.0,Released,The end justifies the means,Bad Words,6.4,334,Bad Words,"['Jason Bateman', 'Kathryn Hahn', 'Rohan Chand', 'Philip Baker Hall', 'Allison Janney', 'Ben Falcone', 'Steve Witting', 'Beth Grant', 'Patricia Belcher', 'Rachael Harris', 'Greg Cromer']"
10000000,"['Comedy', 'Romance']",7942,en,Run Fatboy Run,14.905357,2007-09-06,33000000,100.0,Released,Love. Commitment. Responsibility. There's nothing he won't run away from.,"Run, Fatboy, Run",6.2,238,"Run, Fatboy, Run","['Simon Pegg', 'Thandie Newton', 'Hank Azaria', 'Dylan Moran', 'Harish Patel', 'India de Beaufort', 'Matthew Fenton', 'Simon Day', 'Ruth Sheen', 'Nevan Finegan', 'Tyrone Huggins', 'Iddo Goldberg', 'Ameet Chana', 'Chris Hollins', 'Denis Lewis', 'Lorna Gayle', 'Gabriel Fleary', 'Pandora Colin', 'Stephen Merchant', 'David Walliams', 'Hazel Douglas', 'Anna Tolputt', 'Simon Lenagan', 'David Cann', 'T.R. Bowen', 'Margaret John', 'Floella Benjamin', 'David Milner', 'Henrietta Clemett', 'Peter Serafinowicz']"
10000000,"['Comedy', 'Romance', 'Family']",73247,en,Heartbeeps,0.518056,1981-12-18,2154696,79.0,Released,Meet a modern nuclear family unlike any other.,Heartbeeps,3.8,6,Heartbeeps,"['Andy Kaufman', 'Bernadette Peters', 'Randy Quaid', 'Kenneth McMillan', 'Melanie Mayron', 'Christopher Guest', 'Richard B. Shull', 'Dick Miller', 'Kathleen Freeman', 'Mary Woronov', 'Paul Bartel']"
9000000,['Drama'],253331,en,Black or White,12.172131,2014-09-06,21571189,121.0,Released,There's more to family than what you see.,Black or White,6.5,115,Black or White,"['Kevin Costner', 'Jillian Estell', 'Jennifer Ehle', 'Gillian Jacobs', 'Octavia Spencer', 'Bill Burr', 'Joe Chrest', 'Indigo', 'Mpho Koaho', 'Angela Jones', 'Anthony Mackie', 'Paula Newsome', 'David Jensen', 'John McConnell', 'Lindsey G. Smith', 'André Holland', 'Ireyon Johnson', 'Janeline Hayes', 'Bertha Bindewald', 'Ernest Wells', 'Joseph Fischer', 'Robert Larriviere', 'Lily Costner', 'Mark Kroner', 'Lola Phillips', 'Janet Lynn Carey', 'Andrea Vittoria Alvarado', 'Sadarias Harrell', 'Kenneth Kynt Bryan', 'Allyson Leigh Jordan', 'Ronnie Hooks', 'Claire McReynolds']"
0,"['Comedy', 'Family', 'Romance']",34043,en,On the Line,3.084874,2001-10-26,0,85.0,Released,,On the Line,4.1,10,On the Line,"['Lance Bass', 'Joey Fatone', 'Emmanuelle Chriqui', 'James Bulliard', 'Al Green', 'Tamala Jones', 'Richie Sambora', 'Amanda Foreman', 'Dan Montgomery Jr.', 'Dave Foley', 'Jerry Stiller', 'David Fraser', 'Jenny Parsons', 'Kristin Booth', 'GQ']"
10000000,"['Adventure', 'Drama', 'War']",9952,en,Rescue Dawn,17.078656,2006-09-09,7177143,126.0,Released,A true story of survival... declassified.,Rescue Dawn,6.9,336,Rescue Dawn,"['Christian Bale', 'Steve Zahn', 'Marshall Bell', 'Toby Huss', 'Pat Healy', 'François Chau', 'James Oliver', 'GQ', 'Saichia Wongwiroj', 'Brad Carr', 'Teerawat Mulvilai', 'Jeremy Davies', 'Kriangsak Ming-olo', ""Somkuan 'Kuan' Siroon"", 'Mr. Yuttana Muenwaja', 'Chorn Solyda', 'Galen Yuen', 'Apichart Chusakul', 'Lek Chaiyan Chunsuttiwat', 'Zach Grenier']"
10000000,"['Comedy', 'Drama', 'Music']",256924,en,Danny Collins,16.318608,2015-03-19,10835752,107.0,Released,A letter from John Lennon changed his life,Danny Collins,6.6,183,Danny Collins,"['Al Pacino', 'Annette Bening', 'Jennifer Garner', 'Bobby Cannavale', 'Christopher Plummer', 'Josh Peck', 'Katarina Cas', 'Nick Offerman', 'Melissa Benoist']"
10000000,"['Drama', 'Comedy']",82532,en,"Jeff, Who Lives at Home",10.409155,2011-09-13,4417580,83.0,Released,The first step to finding your destiny is leaving your mother's basement.,"Jeff, Who Lives at Home",6.1,217,"Jeff, Who Lives at Home","['Jason Segel', 'Ed Helms', 'Susan Sarandon', 'Judy Greer', 'Rae Dawn Chong', 'Joe Chrest', 'Lance E. Nichols', 'Deneen Tyler', 'J.D. Evermore', 'Tammi Arender']"
0,"['Drama', 'Romance']",41110,it,Io sono l'amore,5.355763,2009-09-05,0,120.0,Released,,I Am Love,6.9,73,I Am Love,"['Tilda Swinton', 'Flavio Parenti', 'Edoardo Gabbriellini', 'Alba Rohrwacher', 'Gabriele Ferzetti', 'Marisa Berenson', 'Pippo Delbono', 'Diane Fleri', 'Mattia Zaccaro', 'Maria Paiato']"
0,"['Drama', 'Science Fiction', 'Mystery']",134371,en,Atlas Shrugged Part II,4.725357,2012-10-12,0,112.0,Released,Who is John Galt?,Atlas Shrugged Part II,5.4,41,Atlas Shrugged Part II,"['Samantha Mathis', 'Jason Beghe', 'Esai Morales', 'Patrick Fabian', 'Kim Rhodes', 'Richard T. Jones', 'D. B. Sweeney', 'Paul McCrane', 'John Rubinstein', 'Robert Picardo', 'Ray Wise', 'Diedrich Bader', 'Bug Hall', 'Arye Gross', 'Rex Linn', 'Larisa Oleynik', 'Jeff Yagher', 'Michael Gross', 'Teller']"
11500000,"['Action', 'Crime', 'Drama', 'Thriller']",2088,en,Romeo Is Bleeding,4.850402,1993-09-13,3275585,100.0,Released,The story of a cop who wanted it bad and got it worse.,Romeo Is Bleeding,5.7,36,Romeo Is Bleeding,"['Gary Oldman', 'Lena Olin', 'Annabella Sciorra', 'Juliette Lewis', 'Roy Scheider', 'David Proval', 'Will Patton', 'Larry Joshua', 'James Cromwell', 'Wallace Wood', 'Gene Canfield', 'William Duff-Griffin', 'Paul Butler', 'Tony Sirico', 'Michael Wincott', 'Dennis Farina', 'Ron Perlman']"
